,Job Title,Skills
2020,Infrastructure Engineer (Fresh Poly Graduate Welcome),"Planning,Cyber Security,Managed Services,Windows Servers,Network Security,Network Infrastructure,Reskilling,Technology Solutions,Information Technology Infrastructure Library,Middleware,Dojo Toolkit,Wireless Networks,Computer Science,Vulnerability,Operating Systems,Automation,Innovation,Research"
2021,Data Engineer (SDK),"Data Pipelines,Data Warehouse Architectures,Data Processing,Technology Research,Communications,Data Quality,SQL Tuning,Reconciliation,Data Structures,SQL (Programming Language),Artificial Intelligence,Risk Management,Computer Science,Data Warehousing,Big Data,Algorithms,Merchandising,Animations,Coordinating"
2022,System Engineer ( Cloud Azure / AWS ),"Microsoft Servers,Microsoft Azure,Systems Engineering,Windows Servers,Amazon Web Services,Troubleshooting (Problem Solving),R (Programming Language)"
2023,Site Reliability Engineer,"Electronic Engineering,Git (Version Control System),Linux,Scrum (Software Development),Python (Programming Language),Terraform,Ansible,Jenkins,CI/CD,Computer Science,Agile Methodology,Troubleshooting (Problem Solving),Automation"
2024,Staff Back-end Engineer (Coupang Play),"Cloud Computing,Application Programming Interface (API),Product Design,Android (Operating System),Microservices,Digital Content,Scheduling,Phone Interviews,Product Management,Java (Programming Language),Writing,Product Engineering,Scalability,Front End Design,Go (Programming Language),Amazon Web Services,Testability,HyperText Markup Language (HTML),Cascading Style Sheets (CSS),JavaScript (Programming Language),English Language,Apple IOS,Agile Methodology,Troubleshooting (Problem Solving)"
2025,Site Reliability Engineer,"Business Systems,Infrastructure As A Service (IaaS),Application Servers,MySQL,Nginx,Load Balancing,PostgreSQL,Apache Zookeeper,Apache Kafka,Development Environment,Network Communications,Scheduling,English Language,Python (Programming Language),Resource Utilization,Business Architecture,MongoDB,Rancher (Software),Technical Management,Java (Programming Language),Redis,Systems Architecture,Jenkins,Microservices,Elasticsearch,Go (Programming Language),RabbitMQ,Process Development,Middleware,Distributed Cache,CI/CD,Teamwork,Computer Science,Gitlab,Platform As A Service (PaaS),Securities (Finance),Balancing (Ledger/Billing),Governance,Data Analysis,Content Delivery Networks,HAProxy,Communications,Problem Solving,Management,Troubleshooting (Problem Solving),Automation,Linux Virtual Server,Futures Exchange"
2026,Intern - Firmware Test Engineer,"Gray Box Testing,Electronic Engineering,Virtual Reality,Mobile UX Design,Operational Excellence,Linux,Firmware Development,Triage,Systems Architecture,Programming Tools,Product Requirements,Artificial Intelligence,Python (Programming Language),Innovation,Test Engineering,Firmware,Leadership,Algorithms,Artificial Neural Networks,Solid-State Drives"
2027,Systems Engineer Intern,"Coaching,System Testing,Net Zero,Engineering Design Process,Systems Engineering,Interoperability,Computer Science,Leadership,Mentorship,English Language,Subcontracting,Problem Solving,Construction,Data Analysis,Optometry,Artificial Intelligence"
2028,Lead Data Engineer,"Apache Hadoop,Advocacy,Data Pipelines,Data Engineering,Software Engineering,Kubernetes,Communications,Python (Programming Language),Apache Spark,Machine Learning,Resilience,Problem Solving,Java (Programming Language),Extract Transform Load (ETL),Artificial Intelligence,Scalability,Computer Science,Data Warehousing,Big Data,Innovation,Visionary,Leadership"
2029,"Data Engineer, Group Technology","Azure Data Factory,Data Infrastructure,Microsoft Azure,Data Extraction,Data Science,Data Warehousing,Data Engineering,Business Process,Python (Programming Language),RESTful API,Managed Services,Data Integration,Data Hub,Azure Logic Apps,Data Cleansing,Self-Directed Learning,SAP Applications,Business Requirements,Data Modeling,Data Lakes,Transact-SQL,Data Pipelines,SQL (Programming Language),Maintenance Coordination,Process Improvement,Extract Transform Load (ETL),Communications,Presentations,Data Analysis,Data Management,Troubleshooting (Problem Solving),Synapse Citrix,Enterprise Resource Planning,Governance,Warehousing,Operations,R (Programming Language)"
2030,Frontend Engineer Intern,"Value Propositions,Algorithms,Unit Testing,Mathematics,Autonomous Vehicles,React.js (Javascript Library),Deep Learning,Autonomous System,Front End Design,Test Automation,Web Application Frameworks,CI/CD,Computer Science,Vue.js (Javascript Library),Web Applications,Operations,Communications"
2031,Full Stack Engineer,"Business Objectives,Software Systems,Software Deployment,Linux,Front End Design,Software Engineering,Computer Science,Amazon Web Services,Team Building,Leadership,Robot Operating Systems,Innovation,Research"
2032,Site Reliability Engineer,"Database Administration,Apache Kafka,Financial Technology (FinTech),Terraform,Zipkin,Software Quality (SQA/SQC),Observability,Software Manufacturing,Scalability,Chef (Configuration Management Tool),Puppet (Configuration Management Tool),Ubuntu (Operating System),DevOps,Core Product,Disaster Recovery,Amazon Web Services,Prometheus (Software),Management,IT Capacity Management,Automation,Team Building"
2033,Software Engineer,"Unified Modeling Language,Software Modules,Quality Control,Agile Software Development,Git (Version Control System),Windows Communication Foundation,.NET Framework,Software Engineering,Iterative And Incremental Development,Engineering Change Order,Mercurial,Unit Testing,Windows Presentation Foundation,Computer Science,Version Control,English Language,Automation,Test-Driven Development (TDD),Programmable Logic Controllers,Communications"
2034,System Engineer (Wintel),"Infrastructure As A Service (IaaS),VMware VSphere,Windows Servers,Planning,Microsoft Azure,Control Engineering,Communications,Ethical Standards And Conduct,Multitasking,Information Technology Infrastructure Library,Teamwork,Problem Solving,Amazon Web Services,Information Technology,Troubleshooting (Problem Solving)"
2035,[LTA-RSE] SENIOR / EXECUTIVE SOFTWARE ENGINEER (E-PAYMENT INNOVATION CENTRE),"Unified Modeling Language,MySQL,System Software,PostgreSQL,Docker (Software),Kubernetes,Interpersonal Communications,Resourcefulness,Communications,Application Deployment,Database Programming,Problem Solving,Integration Testing,Spring Framework,SQL (Programming Language),Technical Documentation,Verbal Communication Skills,Software Engineering,Java Web Start,Software Development Life Cycle,C (Programming Language),Software Development,Innovation,Troubleshooting (Problem Solving),Team Building,Automation"
2036,Infrastructure Engineer (Nucleus Fresh Graduate Programme),"Operating Systems,Coaching,Planning,Network Support,Cyber Security,Windows Servers,Network Infrastructure,Cloud Technologies,Technology Solutions,Product Roadmaps,Information Technology Infrastructure Library,Electronic Engineering,Systems Design,Middleware,Computer Engineering,Computer Science,Information Technology,Information Systems,Automation,Innovation"
2037,IT Engineer,"Information Technology Consulting,Project Scoping,Life Sciences,Ethical Standards And Conduct,Problem Solving,Knowledge-Based Systems,Aruba (Network Management Software),Network Troubleshooting,Consulting,Windows Servers,Palo Alto Firewalls,Telecommunications,Troubleshooting (Problem Solving)"
2038,"Lead Senior Software Engineer (C++) Trading and Technology Firm | SGD$350,000 + Bonus + Package (Open to Exceptional Juniors)","Finance,Linux,Electronic Trading Platform,Software Development,Team Leadership"
2039,Experienced Software Engineer - Low-code Platform - Singapore,"Curiosity,Planning,Collaboration,Demand Analysis,Finance,Communications,Compassion,Python (Programming Language),Application Frameworks,Business Requirements,Project Management,Java (Programming Language),Node.js (Javascript Library),Content Creation,Knowledge Transfer,Optimism,TikTok,Information Security Management Systems,Go (Programming Language),Creativity,Management,System Requirements,Procurement"
2040,Data Center Systems Engineer,"Creativity,Service Management,Systems Engineering,Implement Projects,Verbal Communication Skills,Machinery,Amazon Web Services,Hardware Troubleshooting,Linux,Troubleshooting (Problem Solving),Operations,Innovation,Management,Sanitization,Data Centers,Problem Solving,Reliability,Solid-State Drives"
2041,Algorithm Engineer,"Debugging,System Software,Software Design Patterns,Workflow Management,Compiler Development,Linux,Algorithms,Python (Programming Language),Service Development,Memory Management,Informed Consent,Hardware Architecture,Learning Theory,Machine Learning,Deep Learning,Development Environment,Go (Programming Language),Jupyter,Information Privacy,Concurrent Computing,Scala (Programming Language),Apache Airflow,Data Mining,Communications,C (Programming Language),Research,Nvidia CUDA,Artificial Intelligence"
2042,Firmware Engineer,"Debugging,Github,Git (Version Control System),Linux,Memory Management,JIRA,ThreadX,Computer Engineering,Embedded Systems,Firmware,ARM Architecture"
2043,Frontend Software Engineer - Global E-commerce (Governance and Experience),"Angular (Web Framework),Application Programming Interface (API),Vue.js (Javascript Library),Systems Analysis,Analytical Thinking,Courage,Software Testing,Trustworthiness,Website Architecture,Utility Software,Mathematical Analysis,React.js (Javascript Library),Problem Solving,Research Design,Front End Design,JavaScript Frameworks,Computer Networks,HyperText Markup Language (HTML),Cascading Style Sheets (CSS),TikTok,JavaScript (Programming Language),Risk Management,Computer Science,Creativity,Information Technology,Node.js (Javascript Library),Governance,Dashboard,Customer Service"
2044,Sr Software Engineer,"Software Quality (SQA/SQC),Requirements Analysis,Resourcefulness,Microcomputer,Microprocessor Architecture,Object-Oriented Design,Interpersonal Communications,Java (Programming Language),Microcontrollers,Electronic Engineering,Computer Engineering,Computer Science,Systems Development Life Cycle,Software Development"
2045,Site Reliability Engineer (Regional),"Infrastructure Architecture,System Recovery,Planning,Dependency Analysis,Collaborative Software,Analytical Skills,Apache Kafka,Unix,Development Environment,Docker (Software),Git (Version Control System),Kubernetes,TCP/IP,Algorithmic Trading,Communications,Java Message Service (JMS),Python (Programming Language),Resilience,Apache Tomcat,JIRA,Ansible,Web Services,Jenkins,Node.js (Javascript Library),Java (Programming Language),Scripting,Unix Shell,DevOps,HyperText Markup Language (HTML),Spring Framework,Teamcity,Business Technologies,Release Management,Operating Systems,CI/CD,Mobile Banking,Grafana,Agile Methodology,Systems Development Life Cycle,Operations,Prometheus (Software),Management,Automation,Innovation,Atlassian Confluence"
2046,Senior Redhat Systems Engineer,"Facility Management,Docker (Software),Kubernetes,Disaster Recovery Plan,Problem Management,IT Service Management,Systems Engineering,Ansible,Technology Solutions,System Configuration,Consulting,Information Technology Infrastructure Library,Change Management,Incident Management,Configuration Management,System Implementation,Release Management,Computer Science,Multiplatform,Information Technology,Management"
2047,Data Engineer,"Abstractions,Relational Databases,Statistical Modeling,MySQL,Apache Hadoop,Web Scraping,Application Programming Interface (API),Apache Solr,Microsoft Azure,Beautifulsoup,Apache Pig,Extensible Markup Language (XML),Sqoop,Data Science,Big Data,Apache Mahout,Pyspark,Linux,Python (Programming Language),Data Wrangling,Apache Spark,Parsing,Azure Databricks,RESTful API,Java (Programming Language),Natural Language Processing,Data Ingestion,Scrapy (Web Crawler),SQL (Programming Language),Azure Cosmos DB,MapReduce,JSON,Hadoop Distributed File System (HDFS),Data Visualization,Apache Hive,Technology Ecosystems,R (Programming Language),Warehousing"
2048,Staff Data Engineer,"Apache OpenOffice,Financial Technology (FinTech),Team Building,Operations"
2049,Sr. Software Engineer,"Communications,Application Programming Interface (API),Project Management,Java (Programming Language),SQL (Programming Language),Management,Acceptance Testing,Troubleshooting (Problem Solving)"
2050,Associate Data Engineer,"Investment Performance,SQL Server Integration Services (SSIS),Microsoft Azure,Data Reporting,Debugging,Data Extraction,Agile Methodology,Data Processing,Git (Version Control System),Low-Code Development Platform (LCDP),Stored Procedure,Data Engineering,Data Quality,Azure Data Factory,Problem Solving,Cloud Technologies,Data Modeling,SQL (Programming Language),DevOps,Extract Transform Load (ETL),Data Governance,Data Processing Systems,Financial Services,Data Visualization,CI/CD,Application Data,Investments,Operations,Management,C (Programming Language),Troubleshooting (Problem Solving),Tooling,Workflow Management,Futures Exchange"
2051,"Data Engineer, gt.school (Remote) - $30,000/year USD","Coaching,Generative Artificial Intelligence,Talent Recruitment,Data Engineering,Python (Programming Language),Learning Sciences,Student Services,TikTok,JavaScript (Programming Language),Prompt Engineering,English Language,Mentorship,Data Analysis,Operations,Innovation,Life Skills Development,Artificial Intelligence"
2052,Software Engineer,"Curiosity,Air Traffic Management,DevSecOps,Airspace,Git (Version Control System),Software Engineering Process,Eclipse (Software),Bitbucket,Java (Programming Language),Automated Teller Machine,Software Engineering,Jenkins,Research And Development,Upskilling,Architectural Design,CI/CD,Software Development,Agile Methodology,Innovation"
2053,System Engineer,"Microsoft Azure,Unix,Virtual Machines,Interpersonal Communications,Linux,Mac OS,Writing,Microsoft Intune (Mobile Device Management Software),Firewall,Backup Devices,Network Architecture,Problem Solving,Operating Systems,Amazon Web Services,Governance,Network Switches"
2054,Data Engineer,"Azure Data Factory,Data Modeling,Microsoft Azure,Data Engineering,Stakeholder Management,MLOps (Machine Learning Operations),Machine Learning,Extract Transform Load (ETL),CI/CD,Artificial Intelligence"
2055,Software Product Development Engineer (DevOps),"Load Balancing,Linux On Embedded Systems,Self-Motivation,Project Management,Application Development,Laser Scanning,Intellectual Curiosity,Software Engineering,Hardware Platform Interface,Docker (Software),Resourcefulness,Linux,TCP/IP,Algorithms,CentOS,Metrology,Python (Programming Language),Smartphone Operation,Application Servers,Chef (Configuration Management Tool),Puppet (Configuration Management Tool),Lightweight Directory Access Protocols,Collaboration,Public Key Infrastructure,Digital Image Processing,Jenkins,Dynamic Host Configuration Protocol (DHCP),Ubuntu (Operating System),Semiconductor Fabrication Plant,DevOps,Research And Development,SUSE Linux,Semiconductors,Packaging And Labeling,Innovation,High Performance Computing,Integrated Circuits,Network Routing,Time Management,Problem Solving,Electrical Engineering,Printed Circuit Board,Sales,Leadership,Research,Throughput"
2056,Test Automation Engineer,"Debugging,Electronic Engineering,Test Automation,Selenium (Software),Data Engineering,Problem Solving,Verification And Validation,Computer Science,English Language,Test Planning,Management,Software Development"
2057,Senior Software Engineer,"Software Design,Software Quality (SQA/SQC),Agile Software Development,Software Design Patterns,Network Service,User Experience (UX) Design,Communications,Customer Support,Technical Leadership,JIRA,Radio Equipment,Cyber Security,Scripting,Model View ViewModel,RabbitMQ,Paving,Java (Programming Language),Software Development,C (Programming Language),Sales"
2058,Data Engineer,"Power BI,Databricks,Azure DevOps,SQL Server Integration Services (SSIS),Data Mart,Azure Data Lake,Microsoft Azure,Data Virtualization,Performance Tuning,Apache Kafka,Business Intelligence Reporting,Data Profiling,Data Warehousing,Technical Design,Big Data,Pyspark,Apache Spark,Business Intelligence Tools,Data Integration,Data Quality,SQL Server Analysis Services,Azure Data Factory,Hdinsight,Data Mapping,Azure Internet Of Things (IoT),Data Modeling,Azure Cosmos DB,Software Engineering,Data Transformation,Data Pipelines,Scripting,SQL Server Reporting Services,Data Governance,Database Management,Denodo,Data Analysis,Tableau (Business Intelligence Software),Teamwork,Computer Science"
2059,Binance Accelerator Program - Backend Engineer,"Blockchain,MySQL,Cryptocurrency,Financial Services,Java (Programming Language),Redis,Critical Thinking,Professional Networking,Organizational Structure,Microservices,RabbitMQ,Middleware,Transferable Skills Analysis,Teamwork,Multithreading,Binance,Communications,Troubleshooting (Problem Solving),Open Source Technology,Safety Assurance"
2060,Software Test Engineer,"Exploratory Testing,Coaching,Software Engineering,Scrum (Software Development),Communications,Espresso (Android Testing Framework),XCUITest,Kotlin,Scalability,Microsoft UI Automation,Testability,Curiosity,Swift (Programming Language),Android (Operating System),Agile Methodology,Automation,Apple IOS,Test Engineering"
2061,Middleware Engineer,"Application Servers,Apache Ant,Git (Version Control System),Oracle Databases,WildFly (JBoss AS),Apache Maven,Apache HTTP Server,Network Topology,Unix Shell,JSON Web Token (JWT),Application Layers,Authentications,Web Servers,Version Control,Middleware,Build Tools,CI/CD,Problem Solving,Automation"
2062,Firmware Engineer,"Bare Metal,API Design,Real-Time Operating Systems,Software Architecture,Microcontrollers,Das U-Boot,Sports Analytics,Serial Peripheral Interface,Computer Science,Firmware,Field-Programmable Gate Array (FPGA),ARM Architecture,Innovation"
2063,Algorithm Engineer (ML/NLP),"Debugging,System Software,Software Design Patterns,Workflow Management,Compiler Development,Linux,Algorithms,Python (Programming Language),Service Development,Memory Management,Informed Consent,Hardware Architecture,Learning Theory,Machine Learning,Deep Learning,Online Service Provider,Development Environment,Go (Programming Language),Jupyter,Information Privacy,Concurrent Computing,Scala (Programming Language),Apache Airflow,Data Mining,Communications,C (Programming Language),Research,Nvidia CUDA,R (Programming Language),Artificial Intelligence"
2064,Java Solidity Blockchain Software Engineer - Leading FinTech Group,"Debugging,Code Review,Smart Contracts,Blockchain,Cryptography,Analytical Skills,Agile Methodology,Consensus Protocol,Collaboration,Financial Technology (FinTech),Algorithms,Communications,Research Papers,Encryption,Continuous Integration,Ethereum,Solidity (Programming Language),Problem Solving,Distributed Ledgers,Critical Thinking,Java (Programming Language),Software Engineering,Scalability,Python (Programming Language),Version Control,Unit Testing,Computer Science,English Language,Hyperledger,Innovation,Mentorship"
2065,ICT Engineer,"Design Specifications,Enthusiasm,Network Planning And Design,Building Information Modeling,Construction Management,Built Environment,TeleCommunications Engineering,Security Systems,Unified Communications,Building Services Engineering,Wireless LAN,Structured Cabling,Local Area Networks,Wide Area Networks,Microsoft Visio,Teamwork,Information Technology,Electronics,Drawing,Communications,Microsoft PowerPoint"
2066,Smart Contract Engineer (Solidity),"Truffle (Software),Smart Contracts,Blockchain,Enthusiasm,Decentralized Finance (DeFi),Development Testing,Ethereum,Teamwork,Bitcoin,Cryptocurrency,Solidity (Programming Language),Problem Solving,Software Engineering,Scalability,Product Planning,Computer Science,Programming Tools,Innovation,Derivatives,Research"
2067,Linux Engineer,"Operating Systems,Puppet (Configuration Management Tool),Toolchain,Performance Tuning,Linux,Python (Programming Language),CMake,Ansible,Scripting,Chef (Configuration Management Tool),Configuration Management,Bash (Scripting Language),Systems Engineering,Computer Science,Google Cloud Platform (GCP),C (Programming Language),Automation,Management"
2068,Senior Software Engineer,"Design Specifications,Software Documentation,Oracle E-Business Suite,Impact Assessment,Strategic Planning,Accountability,Systems Analysis,Regulatory Compliance,Operating Systems,Risk Management,Test Planning,Technical Support,Auditing"
2069,Front-end Web Engineer,"Application Programming Interface (API),Demand Analysis,Communications,Standard Operating Procedure,Process Engineering,Front End Design,Node.js (Javascript Library),React.js (Javascript Library),English Language,Vue.js (Javascript Library),Technical Writing"
2070,Senior Java Engineer,"Software Design,Spring Framework,Web Services,Finance,Financial Technology (FinTech),Cryptocurrency,Business Requirements,Software Quality (SQA/SQC),Java (Programming Language),Software Engineering,Microservices,Enterprise Integration,Computer Engineering,Computer Science,Multithreading,English Language,Research"
2071,Engineer (System Security),"Incident Reporting,Cryptography,Cloud Computing,Air Traffic Management,Information Technology,System Software,Vulnerability Management,Security Clearance,Cyber Security,Certified Ethical Hacker,Governance,Command Controls,Risk Analysis,External Auditing,Internal Auditing,Service Management,IT Service Management,Interoperability,Project Management,Compliance Reporting,Certified Information Systems Security Professional,Business Continuity Planning,Security Systems,Operating Systems,Project Management Software,Security Policies,Communications,Operations,Management,Certified Information Security Manager,Information Systems,Big Data,Transportation Security Administration (TSA),Telecommunications,Innovation"
2072,Senior Embedded Test Engineer,"Linux Commands,Product Testing,Debugging,Crypto Mining,Software Testing,Embedded Software,Communications,Key Performance Indicators (KPIs),Advocacy,Cryptocurrency,File Systems,Performance Testing,Accountability,Trustworthiness,Scripting,Internet Hosting Service,Test Automation,Hardware Design,Oscilloscope,Automation,Firmware,Mentorship,Data Centers,Leadership,Internet Of Things (IoT)"
2073,Senior/System Engineer,"System Programming,Planning,Disaster Recovery Plan,Change Requests,Root Cause Analysis,Verbal Communication Skills,System Configuration,Service Level,Consulting,Information Technology Infrastructure Library,System Implementation,Management,Multiplatform,Writing,Coordinating"
2074,Software Engineer,"MySQL,Self-Motivation,Analytical Skills,Data Processing,PostgreSQL,Business Analysis,Interpersonal Communications,Communications,PHP (Scripting Language),Python (Programming Language),Go (Programming Language),Application Programming Interface (API),MongoDB,Resilience,React.js (Javascript Library),Java (Programming Language),Redis,Scalability,Technology Solutions,IBM WebSphere MQ,Node.js (Javascript Library),Amazon Web Services,Complex Problem Solving,Computer Engineering,PL/SQL,Full Stack Development,Computer Science,Innovation,Systems Integration,Decision Making,Adaptability,Web Applications"
2075,Software Engineer,"Code Review,Curiosity,Innovation,Problem Solving"
2076,Technical Data Engineer,"Data Store,Beeline,Mathematics,Apache Hadoop,Planning,Microsoft Azure,Data Interfaces,Data Science,Apache Kafka,Data Warehousing,Data Engineering,Data Profiling,Business Analysis,Unstructured Data,Data Management,Big Data,Waterfall Methodology,Communications,Python (Programming Language),Apache Spark,Data Analysis,Java (Programming Language),Anaconda (Software),Operational Data Store,SQL (Programming Language),Data Ingestion,Scala (Programming Language),Hadoop Distributed File System (HDFS),Data Visualization,Apache Hive,Computer Science,Business Intelligence,Information Technology,Management,Operations,Physics,Innovation,Agile Methodology,Troubleshooting (Problem Solving),Governance"
2077,"Back-end Software Engineer, Singapore Blockchain Innovation Programme (School of Computing)","Blockchain,Smart Systems,API Design,Python (Programming Language),Performance Appraisal,Application Programming Interface (API),Java (Programming Language),Scalability,Front End Design,GraphQL,Software Engineering,Operating Systems,Computer Science,Go (Programming Language),Innovation,Research,Supplemental Security Income"
2078,System Engineer,"Proxy Servers,ArcGIS (GIS Software),Enthusiasm,Planning,Enterprise Application Software,Performance Tuning,Intellectual Curiosity,Algorithms,Communications,Hardening,Enterprise Architecture,Systems Engineering,Spatial Analysis,Problem Solving,Load Testing,Scalability,ArcGIS Servers,Health Assessment,Computer Science,Curiosity,Geographic Information Systems,IT Capacity Management,Operations,Workflow Management"
2079,Systems Engineer,"Product Demonstration,Coaching,Systems Engineering,Business Valuation,Communications,Emerging Technologies,OSIsoft,Operational Data Store,Operations Management,Customer Success Management,Industrial Software,Presentations,Writing,Curiosity,Sales,Innovation,Customer Service,Leadership,Internet Of Things (IoT)"
2080,Data Integration Engineer - Hedge Fund,"Asset Classes,Python (Programming Language),Continuous Delivery,Scalability,C (Programming Language),Communications"
2081,Cloud Engineer,"Firewall,Communications,Microsoft Azure,VMware ESX Servers,Application Delivery Controller,Red Hat Enterprise Linux,Command Controls,Smart Buildings,Network Switches,Communications Systems,Active Directory,Amazon Web Services,Hyper-V,NetBackup,Internet Information Services,Computer Science,Radio Frequency,Broadband,Network Traffic Management,Microsoft Windows,Operating Systems,Electronics,Innovation"
2082,AI Engineer,"Spacecraft,Generative Adversarial Networks,Autonomous Vehicles,Scientific Methods,Debugging,Autoencoders,Generative Artificial Intelligence,Communications,Machine Learning,Business Requirements,Deep Learning,Sensor Fusion,PyTorch (Machine Learning Library),Convolutional Neural Networks,Object Detection,Computer Vision,Version Control,Curiosity,Writing,Research,Transformer (Machine Learning Model),New Product Development,Tooling,Artificial Intelligence"
2083,Windows System Engineer,"Windows Servers,VMware ESX Servers,Storages,Communications,Microsoft Certified Systems Engineer,File Transfer Protocol (FTP),Virtualization,Hardening,VMware Virtualization,Active Directory,System Administration,Distributed Resource Scheduler,Wintel,Information Technology Infrastructure Library,Dynamic Host Configuration Protocol (DHCP),RAID,Operations,Decision Making,Problem Solving,Troubleshooting (Problem Solving)"
2084,Algorithm Engineer - Chatbot & Customer Service,"Optimal Control,Analytical Thinking,Data Manipulation,Data Science,Software Engineering,Algorithms,Communications,Python (Programming Language),Machine Learning Algorithms,Machine Learning,Chatbot,Problem Solving,TensorFlow,Deep Learning,Scalability,Natural Language Processing,PyTorch (Machine Learning Library),Computer Science,E-Commerce,Team Leadership,User Experience (UX),Time Series,Innovation,Customer Service,Artificial Intelligence,Forecasting"
2085,IT System Engineer Data Center,"Life Sciences,Systems Engineering,Problem Management,VMware Infrastructure,Technical Documentation,Agile Projects,Performance Improvement,Systems Integration,Management,Troubleshooting (Problem Solving),Innovation,Operations,Communications"
2086,Data Engineer -Global Payments,"Debugging,Curiosity,Data Intelligence,Enthusiasm,Data Pipelines,Data Warehouse Architectures,Data Mining,Business Metrics,Data Warehousing,Compassion,Python (Programming Language),Online Analytical Processing,Data Quality,Distributed Data Store,Mathematics,Java (Programming Language),Data Modeling,Content Creation,Product Requirements,Data Governance,Scala (Programming Language),TikTok,Risk Management,Computer Science,Creativity,Go (Programming Language),Forecasting"
2087,OLAP Data Engineer - Data Infra,"Data Infrastructure,Data Storage,Data Reporting,Oil Platforms,Performance Tuning,Data Mining,Data Processing,Data Science,Apache Kafka,Data Engineering,Scheduling,Algorithms,Schema Markup,Apache Spark,Dashboard,Online Analytical Processing,Calculations,Data Quality,Data Analysis,Machine Learning,Problem Solving,Java (Programming Language),Dynamic Data,Data Modeling,Systems Architecture,Natural Language Processing,Apache Druid,Hadoop Distributed File System (HDFS),Data Visualization,Computer Science,Big Data,Business Intelligence,Apache Yarn,Information Technology,Application Data,Data Collection,Troubleshooting (Problem Solving),Research,Communications"
2088,Data Engineer,"Data Compression,Cloudera Certified Developer For Hadoop (CCDH),Apache Hadoop,Data Mart,Software Testing,Data Modeling,Solution Design,Artificial Intelligence Markup Language (AIML),Shell Script,Mload,Apache Kafka,Data Warehousing,Informatica,Scheduling,Reference Data,Agile Methodology,Python (Programming Language),Apache Spark,Model View Controller,Virtualization,Dashboard,Data Integration,Portfolio Management,Application Frameworks,Electronic Data Capture (EDC),Data Mapping,Root Cause Analysis,Java (Programming Language),Change Requests,Learning Development,SQL (Programming Language),Jenkins,Data Pipelines,Scripting,Quality Assurance,Jupyter,Extract Transform Load (ETL),Incident Management,Project Management Software,Data Governance,Scala (Programming Language),Financial Services,Denodo,Apache Hive,CI/CD,Rdata,Version Control,Global Marketing,SAS (Software),Software Development,Teradata SQL,Management,Equities,Mentorship,Wholesaling,Troubleshooting (Problem Solving),Cisco Discovery Protocol,Access Controls"
2089,Data Engineer (Data Analytics & AI),"Business Objectives,Snowflake Schema,NoSQL,Solution Delivery,MySQL,Star Schema,Crystal Reports (Reporting Software),Functional Requirement,Promulgation,Design Specifications,Vendor Management,Data Warehousing,Change Control,Repository Design,Data Mining,Unstructured Data,Data Management,Predictive Analytics,Interpersonal Communications,Business Objects Framework,Healthcare Analytics,Python (Programming Language),Business Intelligence Tools,Dashboard,Data Quality,Data Analysis,Resilience,Data Capture,Business Intelligence,Data Lakes,Microsoft Analysis Services,Data Modeling,SQL (Programming Language),Operational Data Store,Scalability,MicroStrategy,Change Data Capture (CDC),Data Acquisition,SAS (Software),Data Transformation,Computational Statistics,SPSS (Statistical Software),SQL Server Reporting Services,Extract Transform Load (ETL),Data Governance,Solution Architecture,Microsoft SQL Servers,Advanced Analytics,Health Informatics,Computer Engineering,Computer Science,Teradata SQL,Greenplum,Information Technology,Mortgage-Backed Securities,R (Programming Language),Go (Programming Language),Artificial Intelligence"
2090,Staff Software Engineer,"Ruby (Programming Language),Python (Programming Language),Algorithms,Strategic Partnership,Product Engineering,Front End Design,Data Structures,Testability,Software Engineering,Scalability,Computer Science,Operations,Innovation,C (Programming Language),Go (Programming Language),Communications"
2091,Site Reliability Engineer,"Infrastructure Architecture,System Recovery,Planning,Dependency Analysis,Collaborative Software,Analytical Skills,Apache Kafka,Unix,Development Environment,Docker (Software),Git (Version Control System),Kubernetes,TCP/IP,Algorithmic Trading,Communications,Java Message Service (JMS),Python (Programming Language),Resilience,Apache Tomcat,JIRA,Ansible,Java (Programming Language),Web Services,Jenkins,Node.js (Javascript Library),Scripting,Unix Shell,DevOps,HyperText Markup Language (HTML),Spring Framework,Teamcity,Release Management,Operating Systems,CI/CD,Mobile Banking,Grafana,Agile Methodology,Systems Development Life Cycle,Operations,Prometheus (Software),Management,Automation,Innovation,Atlassian Confluence"
2092,Data Engineer - Security Engineering,"Curiosity,Security Engineering,Apache Kafka,Compassion,Data Integration,Apache Flink,Experience Design,Scalability,Data Modeling,ClickHouse DBMS,Content Creation,Data Ingestion,TikTok,SQL (Programming Language),Apache Hive,Apache Flume,Computer Science,Apache Spark,Big Data,Data Analysis,Creativity"
2093,Data Engineer | $6k | 1 Year Exp | West,"MySQL,Apache Hadoop,Application Programming Interface (API),Metadata Management,Data Warehousing,Data Architecture,Big Data,Apache Spark,Distributed Data Store,SQL Tuning,Learning Development,Database Architecture,Data Modeling,Extract Transform Load (ETL),Data Processing Systems,Hadoop Distributed File System (HDFS),Database Design,Apache Hive,Computer Science,Information Technology,C (Programming Language),R (Programming Language),Management"
2094,Computer Vision Engineer,"Optical Flow,Algorithms,Machine Learning,Computer Vision,Photogrammetry"
2095,Software Engineer,"Software Engineering,Algorithms,Cyber Security,Front End Design,Scripting,DevOps,Computer Engineering,JavaScript (Programming Language),Computer Science,Go (Programming Language),C (Programming Language),Software Development,Innovation"
